id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated
filecoin,fil,Filecoin,https://coin-images.coingecko.com/coins/images/12817/large/filecoin.png?1696512609,2.5,1690310929,67,4903721245,99790703.0,2.51,2.4,0.10083,4.19772,68391176.0,4.21668,675428402.0,1959469437.0,1959469437.0,236.84,-98.94341,2021-04-01T13:29:41.564Z,2.14,16.69336,2025-04-07T07:06:32.125Z,,2025-06-07T10:48:56.816Z
quant-network,qnt,Quant,https://coin-images.coingecko.com/coins/images/3370/large/5ZOu7brX_400x400.jpg?1696504070,116.03,1687804511,68,1695732458,23495069.0,116.66,111.98,2.99,2.64625,42641536.0,2.59193,14544176.164091088,14612493.0,14612493.0,427.42,-72.84303,2021-09-11T09:15:00.668Z,0.215773,53694.86348,2018-08-23T00:00:00.000Z,"{'times': 19.005525078371868, 'currency': 'eth', 'percentage': 1900.5525078371866}",2025-06-07T10:48:46.146Z
arbitrum,arb,Arbitrum,https://coin-images.coingecko.com/coins/images/16547/large/arb.jpg?1721358242,0.343269,1668684804,69,3432238695,144641384.0,0.344797,0.331935,0.01124046,3.38539,54982302.0,3.40721,4861797072.0,10000000000.0,10000000000.0,2.39,-85.64008,2024-01-12T12:29:59.231Z,0.245747,39.67319,2025-04-07T07:01:34.124Z,,2025-06-07T10:48:46.790Z
algorand,algo,Algorand,https://coin-images.coingecko.com/coins/images/4380/large/download.png?1696504978,0.192519,1657899556,70,1658883922,36561384.0,0.192464,0.18632,0.00604758,3.24317,51246644.0,3.18965,8614273294.998096,8619387955.465528,10000000000.0,3.56,-94.59867,2019-06-20T14:51:19.480Z,0.087513,119.79417,2023-09-11T19:42:08.247Z,"{'times': -0.9197837486653441, 'currency': 'usd', 'percentage': -91.97837486653441}",2025-06-07T10:48:46.652Z
first-digital-usd,fdusd,First Digital USD,https://coin-images.coingecko.com/coins/images/31079/large/FDUSD_icon_black.png?1731097953,0.998634,1555142510,71,1555142510,4579097515.0,1.003,0.994925,0.0013248,0.13284,6970364.0,0.45023,1557267548.7421,1557267548.7421,,1.15,-13.2628,2025-02-03T02:30:49.959Z,0.940377,6.19501,2024-12-05T22:30:51.394Z,,2025-06-07T10:48:46.762Z
jupiter-perpetuals-liquidity-provider-token,jlp,Jupiter Perpetuals Liquidity Provider Token,https://coin-images.coingecko.com/coins/images/33094/large/jlp.png?1700631386,4.42,1514946849,72,1514946849,38793916.0,4.42,4.36,0.04904755,1.12314,18046306.0,1.20558,343038275.82992,343038275.82992,,5.03,-12.15657,2025-01-19T14:31:08.348Z,0.146839,2907.50973,2023-11-24T05:55:06.706Z,,2025-06-07T10:48:46.919Z
binance-peg-weth,weth,Binance-Peg WETH,https://coin-images.coingecko.com/coins/images/39580/large/weth.png?1723006716,2494.73,1509703804,73,1509703804,43676725.0,2523.28,2462.96,9.37,0.37717,7261140.0,0.48329,604999.999959841,604999.999959841,,4098.26,-39.13125,2024-12-06T20:27:27.286Z,1394.32,78.9089,2025-04-09T01:32:41.942Z,,2025-06-07T10:48:56.915Z
sky,sky,Sky,https://coin-images.coingecko.com/coins/images/39925/large/sky.jpg?1724827980,0.070739,1509225198,74,1996582739,7028822.0,0.075082,0.070036,-0.003377302589090053,-4.55676,-70255331.12140727,-4.448,21340220818.69903,28231384282.13988,,0.100535,-29.65934,2024-12-04T10:13:57.264Z,0.03582727,97.38356,2025-02-03T05:01:48.626Z,,2025-06-07T10:48:46.008Z
usdtb,usdtb,USDtb,https://coin-images.coingecko.com/coins/images/52804/large/USDtbSmall.png?1734344946,0.999945,1455464740,75,1455464740,5609725.0,1.0,0.999473,0.00037071,0.03709,47637.0,0.00327,1455548811.317882,1455548811.317882,,1.018,-1.7336,2024-12-20T13:43:38.196Z,0.986986,1.31304,2025-02-03T01:56:29.640Z,,2025-06-07T10:48:53.410Z
usdt0,usdt0,USDT0,https://coin-images.coingecko.com/coins/images/53705/large/usdt0.jpg?1737086183,1.0,1406213655,76,1406213655,125827104.0,1.003,0.998577,9.189e-05,0.00919,16858914.0,1.21343,1405836933.281299,1405836933.281299,,1.052,-4.92134,2025-01-23T22:34:53.341Z,0.975737,2.51363,2025-02-28T01:35:58.101Z,,2025-06-07T10:48:46.837Z
kucoin-shares,kcs,KuCoin,https://coin-images.coingecko.com/coins/images/1047/large/sa9z79.png?1696502152,11.09,1386633214,77,1580757205,3500281.0,11.18,11.05,-0.047363945418899434,-0.42516,-5905008.032520294,-0.42405,125002999.8513356,142502999.8513356,,28.83,-61.52346,2021-12-01T15:09:35.541Z,0.342863,3135.32756,2019-02-07T00:00:00.000Z,,2025-06-07T10:48:45.653Z
jupiter-exchange-solana,jup,Jupiter,https://coin-images.coingecko.com/coins/images/34188/large/jup.png?1704266489,0.468954,1383657255,78,3281409713,53107513.0,0.476261,0.449685,0.00971662,2.11582,27346375.0,2.01623,2951327777.76,6999215736.991126,10000000000.0,2.0,-76.55889,2024-01-31T15:02:47.304Z,0.306358,53.03181,2025-04-07T06:56:22.719Z,,2025-06-07T10:48:46.353Z
celestia,tia,Celestia,https://coin-images.coingecko.com/coins/images/31967/large/tia.jpg?1696530772,2.02,1335027645,79,2269365121,107402550.0,2.06,1.91,-0.018378779762165287,-0.90299,-12259211.326696396,-0.90992,662791937.999322,1126655999.999625,,20.85,-90.33846,2024-02-10T14:30:02.495Z,1.91,5.3483,2025-06-06T19:40:36.113Z,,2025-06-07T10:48:46.341Z
binance-staked-sol,bnsol,Binance Staked SOL,https://coin-images.coingecko.com/coins/images/40132/large/bnsol.png?1725968367,160.17,1324661295,80,1324661295,2132547.0,160.92,155.57,4.27,2.74094,38081528.0,2.9599,8272997.196424822,8272997.196424822,,297.96,-46.26099,2025-01-19T11:30:53.744Z,100.21,59.78228,2025-04-07T06:56:20.488Z,,2025-06-07T10:48:56.487Z
nexo,nexo,NEXO,https://coin-images.coingecko.com/coins/images/3695/large/CG-nexo-token-200x200_2x.png?1730414360,1.24,1238648472,81,1238648472,10415613.0,1.24,1.2,0.00696276,0.5653,7948352.0,0.64584,1000000000.0,1000000000.0,1000000000.0,4.07,-69.55987,2021-05-12T14:37:47.535Z,0.04515276,2642.45807,2018-09-13T00:00:00.000Z,"{'times': 11.38646767982068, 'currency': 'usd', 'percentage': 1138.646767982068}",2025-06-07T10:48:45.553Z
injective-protocol,inj,Injective,https://coin-images.coingecko.com/coins/images/12882/large/Other_200x200.png?1738782212,12.67,1237881995,82,1266670628,94860817.0,12.66,11.71,0.934328,7.96344,91269178.0,7.9599,97727220.33,100000000.0,,52.62,-75.9845,2024-03-14T15:06:22.124Z,0.657401,1822.28471,2020-11-03T16:19:30.576Z,,2025-06-07T10:48:56.796Z
flare-networks,flr,Flare,https://coin-images.coingecko.com/coins/images/28624/large/FLR-icon200x200.png?1696527609,0.01802478,1214361453,83,1865357425,7532736.0,0.01811242,0.0174501,0.00049657,2.833,33975442.0,2.87833,67379675385.24166,103500631964.5753,,0.150073,-87.99225,2023-01-10T03:14:05.921Z,0.00827405,117.79387,2023-10-19T03:35:41.663Z,,2025-06-07T10:48:56.709Z
virtual-protocol,virtual,Virtuals Protocol,https://coin-images.coingecko.com/coins/images/34057/large/LOGOMARK.png?1708356054,1.85,1208467836,84,1845831833,353228782.0,1.91,1.72,0.129855,7.56078,84231758.0,7.49235,654700940.079022,1000000000.0,1000000000.0,5.07,-63.56044,2025-01-02T06:15:38.599Z,0.00748604,24554.79432,2024-01-23T20:55:21.653Z,,2025-06-07T10:48:47.398Z
bonk,bonk,Bonk,https://coin-images.coingecko.com/coins/images/28600/large/bonk.jpg?1696527587,1.555e-05,1203512817,85,1380497811,148400085.0,1.575e-05,1.481e-05,5.65851e-07,3.77674,43061284.0,3.71074,77419592329436.58,88804685884434.9,88804714897398.3,5.825e-05,-73.31046,2024-11-20T04:01:06.465Z,8.6142e-08,17947.66063,2022-12-29T22:48:46.755Z,,2025-06-07T10:48:46.087Z
sonic-3,s,Sonic,https://coin-images.coingecko.com/coins/images/38108/large/200x200_Sonic_Logo.png?1734679256,0.377345,1197806867,86,1197806867,67705252.0,0.380631,0.371975,0.00459561,1.23289,14298969.0,1.20819,3175000000.0,3175000000.0,,1.029,-63.35055,2025-01-04T21:35:44.705Z,0.356893,5.71691,2025-06-05T21:15:30.897Z,,2025-06-07T10:48:56.920Z
rocket-pool-eth,reth,Rocket Pool ETH,https://coin-images.coingecko.com/coins/images/20764/large/reth.png?1696520159,2834.4,1180319931,87,1180319931,3673537.0,2865.28,2808.59,16.2,0.57484,6516271.0,0.55514,416437.3928469459,416437.3928469459,,4814.31,-41.13105,2021-12-01T08:03:50.749Z,887.26,219.42414,2022-06-18T20:55:45.957Z,,2025-06-07T10:48:56.900Z
story-2,ip,Story,https://coin-images.coingecko.com/coins/images/54035/large/Transparent_bg.png?1738075331,4.06,1139797027,88,4086261336,8405699.0,4.11,3.97,0.077496,1.94611,22187911.0,1.9853,280766325.51,1006569198.77,,7.31,-44.47568,2025-02-26T16:11:25.410Z,1.0,305.95961,2025-02-14T03:11:08.309Z,,2025-06-07T10:48:45.643Z
kelp-dao-restaked-eth,rseth,Kelp DAO Restaked ETH,https://coin-images.coingecko.com/coins/images/33800/large/Icon___Dark.png?1702991855,2609.19,1137793455,89,1137793455,790692.0,2638.25,2583.82,18.24,0.70397,38874038.0,3.53748,436072.5977846075,436072.5977846075,,4216.2,-38.11532,2024-12-06T20:31:16.142Z,1459.69,78.74904,2025-04-09T01:45:22.546Z,,2025-06-07T10:48:56.708Z
optimism,op,Optimism,https://coin-images.coingecko.com/coins/images/25244/large/Optimism.png?1696524385,0.62698,1073754022,90,2689201770,176719670.0,0.627327,0.587888,0.02939248,4.91853,48946070.0,4.77612,1714909778.0,4294967296.0,4294967296.0,4.84,-87.08026,2024-03-06T08:35:50.817Z,0.402159,55.628,2022-06-18T20:54:52.178Z,,2025-06-07T10:48:56.980Z
polygon-bridged-usdt-polygon,usdt,Polygon Bridged USDT (Polygon),https://coin-images.coingecko.com/coins/images/35023/large/USDT.png?1707233644,1.0,1052568246,91,1052568246,23348341.0,1.001,1.0,-3.1614594271367e-05,-0.00316,80050041.0,8.23121,1052219169.119106,1052219169.119106,,1.027,-2.57614,2024-04-14T06:51:56.926Z,0.945933,5.75083,2024-12-05T22:30:30.789Z,,2025-06-07T10:48:46.921Z
fartcoin,fartcoin,Fartcoin,https://coin-images.coingecko.com/coins/images/50891/large/fart.jpg?1729503972,1.048,1048393419,92,1048393419,195103606.0,1.079,0.958338,-0.018848729243254647,-1.76635,-17508733.266151905,-1.64262,999991931.758247,999991931.758247,1000000000.0,2.48,-57.73851,2025-01-19T20:41:07.782Z,0.02002855,5130.57571,2024-10-30T07:56:04.381Z,,2025-06-07T10:48:56.899Z
spx6900,spx,SPX6900,https://coin-images.coingecko.com/coins/images/31401/large/centeredcoin_%281%29.png?1737048493,1.11,1033838339,93,1033838339,61792441.0,1.18,1.068,-0.004750293387565829,-0.42549,-4559532.959069133,-0.43909,930993086.0063922,930993086.0063922,1000000000.0,1.72,-35.53896,2025-01-19T20:46:14.970Z,0.00131808,84147.72533,2024-02-04T19:12:19.110Z,,2025-06-07T10:48:46.602Z
sei-network,sei,Sei,https://coin-images.coingecko.com/coins/images/28205/large/Sei_Logo_-_Transparent.png?1696527207,0.190747,1017060895,94,1907436233,36288410.0,0.19108,0.183796,0.00509198,2.74271,27195645.0,2.74741,5332083333.0,10000000000.0,,1.14,-83.26706,2024-03-16T02:30:23.904Z,0.095364,99.97987,2023-10-19T08:05:30.655Z,,2025-06-07T10:48:56.831Z
paypal-usd,pyusd,PayPal USD,https://coin-images.coingecko.com/coins/images/31212/large/PYUSD_Logo_%282%29.png?1696530039,0.999094,1002826288,95,1002826288,22506717.0,0.999778,0.998761,-0.000215106285102906,-0.02153,25021538.0,2.55895,1003814439.632382,1003814439.641307,,1.021,-2.12777,2023-10-23T22:44:57.056Z,0.959426,4.12666,2024-12-05T22:31:13.430Z,,2025-06-07T10:48:56.593Z
binance-bridged-usdc-bnb-smart-chain,usdc,Binance Bridged USDC (BNB Smart Chain),https://coin-images.coingecko.com/coins/images/35220/large/USDC.jpg?1707919050,0.999903,998422879,96,998422879,838851422.0,1.006,0.996758,4.617e-05,0.00462,-653243.2260047197,-0.06538,998999979.839804,998999979.839804,,1.031,-3.06945,2024-03-05T20:15:29.285Z,0.942892,5.9944,2024-12-05T22:30:25.440Z,,2025-06-07T10:48:56.822Z
blockstack,stx,Stacks,https://coin-images.coingecko.com/coins/images/2069/large/Stacks_Logo_png.png?1709979332,0.650252,994063825,97,994063825,93355729.0,0.680373,0.624346,-0.028197029776057314,-4.1561,-47564502.60873377,-4.56636,1529105836.86369,1529105836.86369,1818000000.0,3.86,-83.19484,2024-04-01T12:34:58.342Z,0.04559639,1324.24732,2020-03-13T02:29:26.415Z,"{'times': 4.418766771874945, 'currency': 'usd', 'percentage': 441.8766771874945}",2025-06-07T10:48:45.974Z
xdce-crowd-sale,xdc,XDC Network,https://coin-images.coingecko.com/coins/images/2912/large/xdc-icon.png?1696503661,0.059289,961057310,98,2251788267,29311678.0,0.059802,0.059111,0.00014429,0.24395,1609114.0,0.16771,16217157055.0,37997321930.25,,0.192754,-69.26478,2021-08-21T04:39:48.324Z,0.00039532,14886.2653,2019-07-22T00:00:00.000Z,"{'times': 2.1612717976082036, 'currency': 'eth', 'percentage': 216.12717976082035}",2025-06-07T10:48:45.967Z
solv-btc,solvbtc,Solv Protocol BTC,https://coin-images.coingecko.com/coins/images/36800/large/solvBTC.png?1719810684,104988.0,956559347,99,956564742,1089408.0,105051.0,103415.0,1441.94,1.39257,11250606.0,1.19015,9125.320089186327,9125.371558664825,21000000.0,111685.0,-6.03893,2025-05-22T19:31:29.789Z,49058.0,113.91154,2024-08-05T06:28:45.311Z,,2025-06-07T10:48:46.494Z
immutable-x,imx,Immutable,https://coin-images.coingecko.com/coins/images/17233/large/immutableX-symbol-BLK-RGB.png?1696516787,0.518944,955698398,100,1037748385,29366315.0,0.521006,0.494111,0.01307485,2.58463,24033823.0,2.57966,1841869206.3898141,2000000000.0,2000000000.0,9.52,-94.5489,2021-11-26T01:03:01.536Z,0.353994,46.59611,2025-04-07T07:00:54.005Z,,2025-06-07T10:48:46.774Z
